0.44046,0.8485,0.7508,0.35138,0.018084,0.58768,0.36683,0.79732,0.95899,0.0072393,0.14755,0.9936,0.9059,0.87609,0.7106,0.20234,0.31257,0.92196,0.61317,0.10382,0.53399,0.10396,0.16347,0.10429,0.57375,0.47008,0.13981,0.39484,0.053613,0.83163,0.12599,0.48194,0.9809,0.46161,0.66452,0.67648,0.3973,0.12769,0.28555,0.11094,0.78316,0.34696,0.45439,0.53914,0.50743,0.80351,0.63821,0.79866,0.05833,0.36837,0.78853,0.66653,0.56903,0.3675,0.15444,0.56022,0.75474,0.39063,0.99497,0.46523,0.21719,0.37958,0.54347,0.63913,0.82135,0.75806,0.48075,0.93045,0.70138,0.80779,0.76647,0.9384,0.10769,0.46028,0.039223,0.35233,0.38899,0.026352,0.67812,0.51903,0.517,0.69139,0.96516,0.96104,0.18019,0.72867,0.42226,0.94388,0.84985,0.034359,0.84104,0.3826,0.33618,0.78321,0.14069,0.54906,0.74067,0.60337,0.26991,0.22027
0.36798,0.37568,0.91574,0.99454,0.68753,0.8644,0.16717,0.44057,0.78974,0.28901,0.48318,0.22518,0.16705,0.49957,0.51607,0.39949,0.33589,0.31998,0.72224,0.86046,0.1555,0.54781,0.61438,0.64372,0.87749,0.0038851,0.22129,0.825,0.59363,0.84612,0.96797,0.077439,0.58496,0.83395,0.4495,0.26779,0.80614,0.97888,0.77451,0.61537,0.50242,0.58561,0.48762,0.57764,0.32037,0.092818,0.64122,0.59354,0.49834,0.64361,0.0017185,0.036356,0.83188,0.6088,0.96135,0.37342,0.87226,0.32672,0.27043,0.53809,0.060515,0.62272,0.74312,0.69886,0.23912,0.25904,0.38855,0.90406,0.41564,0.90645,0.046691,0.15,0.65453,0.66575,0.75012,0.91603,0.98274,0.66627,0.601,0.66897,0.32085,0.53787,0.065123,0.18854,0.040635,0.33296,0.45029,0.41303,0.3823,0.36117,0.87572,0.32986,0.93813,0.31967,0.22347,0.34747,0.89676,0.68357,0.64901,0.62618
0.070608,0.80931,0.77846,0.34343,0.68321,0.064614,0.79421,0.20541,0.65062,0.0043691,0.93732,0.48544,0.22417,0.47421,0.08747,0.13066,0.35747,0.82092,0.66662,0.065166,0.089555,0.72724,0.71056,0.15202,0.66525,0.6492,0.54134,0.32599,0.93687,0.39401,0.9452,0.97112,0.4965,0.83888,0.54796,0.19963,0.11331,0.45088,0.71681,0.5458,0.53674,0.83925,0.61704,0.85869,0.4574,0.25907,0.9849,0.70851,0.042052,0.63906,0.21118,0.77779,0.2752,0.50362,0.75812,0.68917,0.40602,0.37861,0.71083,0.32063,0.96995,0.91964,0.97692,0.48185,0.16659,0.75292,0.77119,0.47566,0.42581,0.27053,0.38881,0.71377,0.74926,0.54561,0.54398,0.016337,0.70701,0.27072,0.96694,0.63142,0.13612,0.31385,0.22572,0.72431,0.5439,0.63639,0.1606,0.60281,0.28577,0.46173,0.26176,0.64521,0.46269,0.56957,0.24993,0.26784,0.39989,0.78697,0.80055,0.061704
0.46404,0.88525,0.56049,0.28184,0.14617,0.63302,0.10594,0.99498,0.2711,0.34355,0.86715,0.069792,0.68824,0.76647,0.29167,0.40869,0.34646,0.17587,0.87125,0.088208,0.55254,0.49258,0.26196,0.41076,0.79709,0.6179,0.99443,0.7237,0.35038,0.32927,0.52951,0.036871,0.3409,0.47415,0.20006,0.87552,0.89604,0.81971,0.59992,0.28532,0.80671,0.72734,0.4003,0.75788,0.94443,0.99743,0.14347,0.18187,0.63939,0.82331,0.044489,0.23027,0.51703,0.97929,0.54146,0.84953,0.18353,0.60341,0.1912,0.59204,0.97987,0.11426,0.44087,0.75138,0.6911,0.14382,0.37686,0.084844,0.28451,0.39227,0.8674,0.58871,0.55398,0.759,0.61467,0.88445,0.51478,0.61371,0.015518,0.19798,0.41356,0.93051,0.51319,0.73944,0.66137,0.22131,0.88503,0.28721,0.21619,0.24108,0.79537,0.42499,0.09988,0.14884,0.94491,0.85986,0.21356,0.30141,0.47791,0.36157
0.2259,0.072584,0.29507,0.74618,0.42623,0.84363,0.27923,0.91492,0.54101,0.24965,0.48344,0.46182,0.66193,0.25913,0.8805,0.19046,0.40574,0.46762,0.92438,0.78523,0.75976,0.7219,0.38387,0.027204,0.95219,0.077935,0.3859,0.10349,0.080437,0.43309,0.64501,0.53624,0.75357,0.84069,0.44667,0.9168,0.85622,0.50961,0.65421,0.4585,0.94802,0.56424,0.51832,0.58891,0.25594,0.89044,0.71532,0.028649,0.42374,0.48968,0.44103,0.34218,0.156,0.020534,0.056486,0.29692,0.62319,0.40698,0.59537,0.67233,0.57333,0.88989,0.77553,0.86889,0.2844,0.4665,0.31031,0.61279,0.20531,0.32909,0.86434,0.30441,0.19097,0.87766,0.82511,0.28301,0.4654,0.15371,0.97274,0.58918,0.52897,0.81266,0.64264,0.23081,0.75202,0.53299,0.21568,0.39375,0.56414,0.37692,0.94526,0.2118,0.77468,0.24149,0.135,0.4087,0.40786,0.76715,0.21162,0.20524
0.35796,0.9106,0.15488,0.46534,0.60156,0.044556,0.94858,0.64235,0.5655,0.75776,0.98319,0.097172,0.96271,0.67592,0.21117,0.39016,0.54731,0.57607,0.52883,0.6315,0.33338,0.96741,0.54898,0.58603,0.34473,0.12765,0.59428,0.25662,0.74807,0.84441,0.92844,0.90114,0.15203,0.76063,0.33019,0.011736,0.50963,0.46315,0.0061907,0.38062,0.081829,0.54507,0.19954,0.16838,0.62572,0.10639,0.3083,0.55495,0.26797,0.66217,0.044704,0.41005,0.30983,0.90783,0.59054,0.4357,0.80623,0.55055,0.5081,0.072745,0.8324,0.34108,0.9121,0.90196,0.074486,0.78452,0.77521,0.090889,0.23131,0.51305,0.16972,0.39624,0.67783,0.39519,0.86488,0.51958,0.68571,0.78074,0.5449,0.91223,0.7202,0.98709,0.071911,0.2335,0.48889,0.56083,0.39893,0.5362,0.61399,0.93571,0.53497,0.39248,0.057269,0.98144,0.23749,0.68858,0.78679,0.25907,0.89935,0.21675
0.99965,0.35397,0.3712,0.86481,0.15791,0.8141,0.025901,0.28862,0.49611,0.38359,0.2664,0.27849,0.94888,0.57239,0.28706,0.60448,0.60811,0.89792,0.37845,0.047632,0.98878,0.90429,0.8358,0.25603,0.91768,0.38906,0.11465,0.22365,0.15526,0.54451,0.98381,0.26799,0.34773,0.2285,0.95966,0.58242,0.35409,0.98108,0.11153,0.082526,0.31764,0.81493,0.78041,0.90522,0.46077,0.36242,0.21372,0.78879,0.64957,0.84422,0.60523,0.071723,0.75669,0.96431,0.50912,0.35413,0.35209,0.85355,0.5183,0.68728,0.026105,0.57069,0.90012,0.97603,0.44552,0.86349,0.51986,0.40527,0.99568,0.042714,0.085439,0.36209,0.37578,0.3538,0.27681,0.12394,0.77307,0.20975,0.64448,0.74299,0.42693,0.68882,0.79533,0.12252,0.74208,0.51862,0.69786,0.23549,0.32069,0.98604,0.52501,0.72166,0.080203,0.86821,0.19201,0.57498,0.47859,0.8467,0.73127,0.028667
0.86016,0.95541,0.53142,0.28395,0.15162,0.51734,0.22962,0.77238,0.3363,0.87653,0.63573,0.72815,0.40231,0.89418,0.0098695,0.54939,0.79292,0.01481,0.23298,0.15409,0.024634,0.8556,0.5459,0.58859,0.64322,0.44152,0.9707,0.84271,0.19455,0.15705,0.49935,0.044159,0.19354,0.82785,0.42603,0.40123,0.94582,0.15857,0.079101,0.87938,0.70663,0.10657,0.96443,0.0058223,0.7402,0.93866,0.71243,0.80904,0.96107,0.36182,0.019242,0.4576,0.064521,0.74812,0.61307,0.02169,0.71535,0.142,0.060701,0.29466,0.53003,0.84075,0.51095,0.82948,0.97177,0.030623,0.50783,0.47264,0.24006,0.41246,0.20878,0.49911,0.82289,0.74302,0.30096,0.67294,0.34095,0.47044,0.5014,0.98136,0.95659,0.13758,0.74501,0.85817,0.97552,0.26517,0.94998,0.77033,0.57161,0.22794,0.46133,0.48109,0.0062464,0.63061,0.5104,0.69336,0.8976,0.94333,0.69862,0.69522
0.93147,0.6334,0.58468,0.26535,0.074732,0.29435,0.0068046,0.83726,0.50155,0.36077,0.81595,0.61379,0.87183,0.0046474,0.79858,0.48107,0.52654,0.15671,0.69354,0.35493,0.56044,0.76375,0.65327,0.36824,0.77577,0.53656,0.63005,0.20907,0.6652,0.58406,0.20448,0.013972,0.87381,0.49956,0.52969,0.016437,0.22067,0.50954,0.14818,0.63557,0.53522,0.64967,0.58249,0.27462,0.16515,0.15529,0.21587,0.46993,0.16086,0.93346,0.18604,0.055036,0.251,0.84469,0.91581,0.27494,0.62731,0.069769,0.71508,0.69831,0.058316,0.49045,0.28459,0.87897,0.46341,0.40141,0.55182,0.7593,0.11426,0.3431,0.11762,0.32646,0.68393,0.40792,0.83817,0.27088,0.010437,0.16477,0.36505,0.54295,0.46678,0.53424,0.032883,0.87149,0.7394,0.85177,0.54217,0.82526,0.0361,0.1914,0.28394,0.93261,0.89056,0.6082,0.07025,0.52224,0.33373,0.56419,0.93843,0.99234
0.71104,0.56148,0.0033962,0.85199,0.27371,0.98306,0.18001,0.42432,0.47029,0.13232,0.50963,0.21088,0.61611,0.6453,0.86869,0.42984,0.6692,0.52171,0.22095,0.92776,0.94411,0.75273,0.1312,0.6404,0.97898,0.19429,0.30176,0.48587,0.10417,0.16823,0.77509,0.19359,0.76584,0.9082,0.6444,0.34179,0.8329,0.74647,0.43318,0.53393,0.52148,0.19441,0.16222,0.43005,0.31574,0.56027,0.71561,0.73633,0.38917,0.073661,0.38161,0.82754,0.56594,0.090661,0.70035,0.22546,0.98323,0.014412,0.03404,0.40609,0.77682,0.88393,0.48355,0.25169,0.70876,0.21748,0.22961,0.20873,0.83117,0.57253,0.35628,0.53707,0.71545,0.49732,0.54217,0.71854,0.21331,0.18232,0.76942,0.035807,0.5441,0.80991,0.56054,0.96751,0.51279,0.62767,0.59382,0.97674,0.7921,0.077768,0.64807,0.77348,0.6105,0.83107,0.031487,0.88717,0.40238,0.33535,0.59612,0.22008
